name,article,actualname,plural,itemid,objectclass,primarytype,slot,implemented,immobile,walkable,pickupable,levelrequired,vocrequired,imbueslots,upgradeclass,attrib,armor,weight,stackable,marketable,droppedby,value,npcvalue,npcprice,buyfrom,sellto,notes,history,defense,holdsliquid,usable,status,sounds,flavortext,duration,attack,npcvaluerook,npcpricerook,hands,weapontype,enchantable,secondarytype,volume,consumable,regenseconds,defensemod,hangable,range,atk_mod,hit_mod,blockspath,writable,writechars,fansite,words,lightradius,lightcolor,mlrequired,storevalue,damagetype,imbuements,tertiarytype,rewritable,pricecurrency,wrappable,manaleech_ch,manaleech_am,crithit_ch,critextra_dmg,hpleech_ch,hpleech_am,resist,ice_attack,augments,death_attack,fire_attack,earth_attack,manacost,damagerange,energy_attack,elementalbond,charges,destructible,location,mantra,notes2,enchanted,rotatable
Great Spirit Keg,a,great spirit keg,?,25913,"Plants, Animal Products, Food and Drink",Liquids,-,11.32.5206,no,yes,yes,-,-,-,-,-,-,325.00,no,no,-,-,0,0,-,-,"This item is available in the [[Store]] only. It fills up to 500 [[Great Spirit Potion]]s. All potions created this way as well as the keg itself will be kept in [[Your Store Inbox]]. A keg is not only useful for providing potions in a hunting ground, it also saves you some capacity as its constant weight equals the net weight of 250 potions. The keg can only be used by the character who purchased it in the Store. For this reason, the potions filled using the keg need to fit the character's vocation and level. Once the keg is empty it will vanish into thin air.\n\n{{Seealso|Cask & Keg Value Effectiveness}}","Before {{OfficialNewsArchive|4795|October 29, 2018}}, its Store price was 87 [[Tibia Coins]].",-,-,yes,-,-,This keg can be used to refill great spririt potions.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Green Bandage,a,green bandage,green bandages,25697,"Plants, Animal Products, Food and Drink",Creature Products,-,11.40.5409,no,yes,yes,-,-,-,-,-,-,0.60,yes,yes,Putrid Mummy,Negotiable,180,0,-,"Fadil, Yasir",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Green Pit Demon,a,green pit demon,green pit demons,23490,Household Items,Light Sources,Extra Slot,10.94,no,yes,yes,-,-,-,-,-,-,5.00,-,yes,-,Negotiable,0,750,"Agostina;For 750 [[Drome Points]],Alberto;For 750 [[Drome Points]],Emilio;For 750 [[Drome Points]],Fabiana;For 750 [[Drome Points]],Lorenzo;For 750 [[Drome Points]]",-,"It was obtainable by opening a [[Surprise Cube]], although these cubes are frequently preserved since they are no longer acquirable. <br> {{Seealso|Surprise Cube/Statistics}}","Before the [[Monster Arena]] was replaced with the [[Tibiadrome]], there existed an opportunity to receive a [[Surprise Cube]] from [[Lorenzo]] when exchanging [[Arena Badge]]s for potions. The likelihood of obtaining a Surprise Cube increased with the number of badges required for specific potions. These cubes could then be opened for a chance to receive a [[Pit Demon (Item)]].",-,-,-,-,-,Figurine 2 of 5.,-,-,-,-,-,-,-,Decorations,-,-,-,-,-,-,-,-,-,-,-,-,-,6,142,-,-,-,-,-,-,[[Drome Points]],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Guidebook,a,guidebook,-,25745,"Plants, Animal Products, Food and Drink",Creature Products,-,11.40.5409,no,yes,yes,-,-,-,-,-,-,1.50,-,yes,-,Negotiable,200,0,-,Yasir,This item's name and category ([[Creature Products|Creature Product]]) suggest it was meant to be dropped by [[Misguided Bully]] and [[Misguided Thief]] which drop no creature product and were implemented on the same update as guidebook. This is believed to be an [[Unobtainable Items|Unobtainable Item]].,-,-,-,-,-,-,Someone's guidebook. It looks rather used and seems to have been read many times.,-,-,-,-,-,-,-,Books,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Guilt (Item),-,guilt,-,25774,Other Items,Quest Items,-,11.40.5409,no,yes,yes,-,-,-,-,-,-,0.10,no,no,-,0,0,0,-,-,A [[Dark Soul]] will leave behind its '''guilt''' after dying. It looks the same as [[Lost Time (Item)]].\nPart of the [[Cults of Tibia Quest]].,-,-,-,yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Half-Digested Stones,-,half-digested stones,half-digested stones,27369,"Plants, Animal Products, Food and Drink",Creature Products,-,11.50.6055,no,yes,yes,-,-,-,-,-,-,2.00,yes,yes,Stonerefiner,40,40,0,-,Yasir,{{CreatureProductNotes}},-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hammer of Carving (Charged),a,hammer of carving,hammers of carving,23324,Weapons,Club Weapons,Both Hands,10.94,no,yes,yes,150,knights,-,-,-,-,70.00,no,no,-,Negotiable,0,0,-,-,"This item is a [[Hammer of Carving]] charged with the [[Mana Leech]] bonus, which can be done by [[Yana]] for 5 [[Gold Token]]s.","With [[Updates/11.02]] the mana leech chance changed from 20% to 100%.<br />With [[Updates/11.40|Summer Update 2017]], the ability to charge weapons was removed, reverting charged weapons to their [[Hammer of Carving|uncharged versions]].",28,-,yes,unavailable,-,This weapon is charged.,20 hours,51,-,-,Two,Club,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,5%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hammer of Carving (Heavily Charged),a,hammer of carving,hammers of carving,23325,Weapons,Club Weapons,Both Hands,10.94,no,yes,yes,200,knights,-,-,-,-,70.00,no,no,-,Negotiable,0,0,-,-,"This item is a [[Hammer of Carving]] heavily charged with the [[Mana Leech]] bonus, which can be done by [[Yana]] for 10 [[Gold Token]]s.","With [[Updates/11.02]] the mana leech chance changed from 25% to 100%.<br />With [[Updates/11.40|Summer Update 2017]], the ability to charge weapons was removed, reverting charged weapons to their [[Hammer of Carving|uncharged versions]].",30,-,yes,unavailable,-,This weapon is heavily charged.,10 hours,53,-,-,Two,Club,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,7%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hammer of Carving (Overcharged),a,hammer of carving,hammers of carving,23326,Weapons,Club Weapons,Both Hands,10.94,no,yes,yes,250,knights,-,-,club fighting +1,-,70.00,no,no,-,Negotiable,0,0,-,-,"This item is a [[Hammer of Carving]] overcharged with the [[Mana Leech]] bonus, which can be done by [[Yana]] for 15 [[Gold Token]]s.","With [[Updates/11.02]] the mana leech chance changed from 30% to 100%.<br />With [[Updates/11.40|Summer Update 2017]], the ability to charge weapons was removed, reverting charged weapons to their [[Hammer of Carving|uncharged versions]].",33,-,yes,unavailable,-,This weapon is overcharged.,15 hours,54,-,-,Two,Club,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,9%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hammer of Destruction,a,hammer of destruction,hammers of destruction,27454,Weapons,Club Weapons,Both Hands,11.50.6055,no,yes,yes,200,knights,3,2,-,-,70.00,no,yes,-,Negotiable,0,50 [[Gold Token]]s,Yana:50 [[Gold Token]]s,-,[[Yana]] will trade you one for 50 [[Gold Token]]s.,"This weapon was created as the result of the unification of the [[Hammer of Carving]], [[Hammer of Remedy]] and [[Hammer of Mayhem]].\n\nOn [[Updates/12.08.7995|February 5, 2019]], the level requirement for this weapon was raised from 100 to 200.",29,-,yes,-,-,-,-,53,-,-,Two,Club,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hammer of Mayhem (Charged),a,hammer of mayhem,hammers of mayhem,23238,Weapons,Club Weapons,Both Hands,10.94,no,yes,yes,150,knights,-,-,-,-,70.00,no,no,-,Negotiable,0,0,-,-,"This item is a [[Hammer of Mayhem]] charged with [[Critical Hits]] bonus, which can be done by [[Yana]] for 5 [[Gold Token]]s.<br />With [[Updates/11.40|Summer Update 2017]], the ability to charge weapons was removed, reverting charged weapons to their [[Hammer of Mayhem|uncharged versions]].",-,28,-,yes,unavailable,-,This weapon is charged.,20 hours,51,-,-,Two,Club,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10%,20%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hammer of Mayhem (Heavily Charged),a,hammer of mayhem,hammers of mayhem,23248,Weapons,Club Weapons,Both Hands,10.94,no,yes,yes,200,knights,-,-,-,-,70.00,no,no,-,Negotiable,0,0,-,-,"This item is a [[Hammer of Mayhem]] heavily charged with [[Critical Hits]] bonus, which can be done by [[Yana]] for 10 [[Gold Token]]s.","With [[Updates/11.02]] the critical hit chance changed from 15% to 10% and the critical extra damage changed from 25% to 40%.<br />With [[Updates/11.40|Summer Update 2017]], the ability to charge weapons was removed, reverting charged weapons to their [[Hammer of Mayhem|uncharged versions]].",30,-,yes,unavailable,-,This weapon is heavily charged.,10 hours,53,-,-,Two,Club,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10%,40%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hammer of Mayhem (Overcharged),a,hammer of mayhem,hammers of mayhem,23258,Weapons,Club Weapons,Both Hands,10.94,no,yes,yes,250,knights,-,-,club fighting +1,-,70.00,no,no,-,Negotiable,0,0,-,-,"This item is a [[Hammer of Mayhem]] overcharged with [[Critical Hits]] bonus, which can be done by [[Yana]] for 15 [[Gold Token]]s.","With [[Updates/11.02]] the critical hit chance changed from 20% to 10% and the critical extra damage changed from 30% to 60%.<br />With [[Updates/11.40|Summer Update 2017]], the ability to charge weapons was removed, reverting charged weapons to their [[Hammer of Mayhem|uncharged versions]].",33,-,yes,unavailable,-,This weapon is overcharged.,15 hours,54,-,-,Two,Club,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10%,60%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hammer of Mighty Cheating,a,hammer of mighty cheating,?,12510,Other Items,Quest Items,-,9.10,no,yes,yes,-,-,-,-,-,-,68.00,-,no,-,Negotiable,0,0,-,-,"This item was implemented in the [[Updates/9.1|Summer Update 2011]] with the first batch of [[World Changes]], including [[The Mummy's Curse World Change|The Mummy's Curse]]. Its name suggests it was used for some kind of cheating, possibly used during internal tests to break [[Ornate Canopic Jar]]s in a single try. It is believed to be an [[Unobtainable Items|Unobtainable Item]].<br />\nIt looks the same as a [[Battle Hammer]], a [[Giant Smithhammer]] and a [[Trunkhammer]].",-,-,-,yes,-,-,This hammer is a lesser version of the fabled Ban-Hammer.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hammer of Remedy,a,hammer of remedy,hammers of remedy,23283,Weapons,Club Weapons,Both Hands,10.94,no,yes,yes,100,knights,3,-,-,-,70.00,no,yes,-,Negotiable,0,50 [[Gold Token]]s,Yana:50 [[Gold Token]]s,-,[[Yana]] will trade you one for 50 [[Gold Token]]s.,"It could be enchanted with the [[Hit Points Leech]] bonus by asking Yana for it till [[Updates/11.40|Summer Update 2017]]. There were three levels of charging:\n*{{Ilink|Hammer of Remedy (Charged)}} [[Hammer of Remedy (Charged)]]\n*{{Ilink|Hammer of Remedy (Heavily Charged)}} [[Hammer of Remedy (Heavily Charged)]]\n*{{Ilink|Hammer of Remedy (Overcharged)}} [[Hammer of Remedy (Overcharged)]]\nOn the same update, this weapon received 3 imbuing slots and its attack and defense values were adjusted to the to values of its heavily charged version.\n\nWith the [[Updates/11.50|Winter Update 2017]], Hammer of Carving, Hammer of Mayhem and Hammer of Remedy were merged into {{ilink|Hammer of Destruction}} [[Hammer of Destruction]].",30,-,yes,unavailable,-,-,-,53,-,-,Two,Club,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hammer of Remedy (Charged),a,hammer of remedy,hammers of remedy,23284,Weapons,Club Weapons,Both Hands,10.94,no,yes,yes,150,knights,-,-,-,-,70.00,no,no,-,Negotiable,0,0,-,-,"This item is a [[Hammer of Remedy]] charged with the [[Hit Points Leech]] bonus, which can be done by [[Yana]] for 5 [[Gold Token]]s.","With [[Updates/11.02]] the hit points leech chance changed from 25% to 100%.<br />With [[Updates/11.40|Summer Update 2017]], the ability to charge weapons was removed, reverting charged weapons to their [[Hammer of Remedy|uncharged versions]].",28,-,yes,unavailable,-,This weapon is charged.,20 hours,51,-,-,Two,Club,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,5%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hammer of Remedy (Heavily Charged),a,hammer of remedy,hammers of remedy,23285,Weapons,Club Weapons,Both Hands,10.94,no,yes,yes,200,knights,-,-,-,-,70.00,no,no,-,Negotiable,0,0,-,-,"This item is a [[Hammer of Remedy]] heavily charged with the [[Hit Points Leech]] bonus, which can be done by [[Yana]] for 10 [[Gold Token]]s.","With [[Updates/11.02]] the hit points leech chance changed from 30% to 100%.<br />With [[Updates/11.40|Summer Update 2017]], the ability to charge weapons was removed, reverting charged weapons to their [[Hammer of Remedy|uncharged versions]].",30,-,yes,unavailable,-,This weapon is heavily charged.,10 hours,53,-,-,Two,Club,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,7%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hammer of Remedy (Overcharged),a,hammer of remedy,hammers of remedy,23286,Weapons,Club Weapons,Both Hands,10.94,no,yes,yes,250,knights,-,-,club fighting +1,-,70.00,no,no,-,Negotiable,0,0,-,-,"This item is a [[Hammer of Remedy]] overcharged with the [[Hit Points Leech]] bonus, which can be done by [[Yana]] for 15 [[Gold Token]]s.","With [[Updates/11.02]] the hit points leech chance changed from 35% to 100%.<br />With [[Updates/11.40|Summer Update 2017]], the ability to charge weapons was removed, reverting charged weapons to their [[Hammer of Remedy|uncharged versions]].",33,-,yes,unavailable,-,This weapon is overcharged.,15 hours,54,-,-,Two,Club,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,9%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hand Puppets (Replica),-,hand puppets,hand puppets,23676,Household Items,Valuables,-,10.97,no,yes,yes,-,-,-,-,-,-,0.05,-,yes,-,Negotiable,0,20,Jorge,-,You can obtain this item by trading 20 [[Silver Raid Token]]s with [[Jorge]]. This is a replica of [[Hand Puppets]].,-,-,-,yes,-,-,Souvenir from Thais Museum.,-,-,-,-,-,-,-,Replicas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[[Silver Raid Token]]s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harpoon of a Giant Snail,a,harpoon of a giant snail,-,27625,"Plants, Animal Products, Food and Drink",Creature Products,-,11.50.6055,no,yes,yes,-,-,-,-,-,-,0.80,yes,yes,The Count of the Core,15000,15000,0,-,Yasir,-,-,-,-,-,-,-,The harpoon of the Count of the Core is hollow and contains lethal poison.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hastily Scribbled Note,a,hastily scribbled note,-,27370,Other Items,Quest Items,-,11.50.6055,no,yes,yes,-,-,-,-,-,-,2.00,-,no,-,3000,0,3000,Black Bert,-,Part of the {{Spoiler Section|Grimvale Quest|The Curse Spreads}}.\n<br />See text on [[How to Increase the Potency of Herbal Substances (Book)]].,-,-,-,yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Healing Rune for Druids,a,healing rune for druids,?,17113,Runes,Healing Runes,-,9.80,no,yes,yes,0,-,-,-,-,-,2.10,yes,no,-,Negotiable,0,0,-,-,"This rune was implemented in the [[Updates/9.8|Winter Update 2012]] when [[Isle of Destiny]] was revamped, suggesting that it was intended to be given during the [[Festival of Initiates]]. Although the item name implies this rune can only be used by druids, there is no actual vocation requirement to use it. It is believed to be an [[Unobtainable Items|Unobtainable Item]].",-,-,-,yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Health Keg,a,health keg,?,25903,"Plants, Animal Products, Food and Drink",Liquids,-,11.32.5206,no,yes,yes,-,-,-,-,-,-,300.00,no,no,-,-,0,0,-,-,"This item is available in the [[Store]] only. It fills up to 500 [[Health Potion]]s. All potions created this way as well as the keg itself will be kept in [[Your Store Inbox]]. A keg is not only useful for providing potions in a hunting ground, it also saves you some capacity as its constant weight equals the net weight of 250 potions. The keg can only be used by the character who purchased it in the Store. For this reason, the potions filled using the keg need to fit the character's vocation and level. Once the keg is empty it will vanish into thin air.\n\n{{Seealso|Cask & Keg Value Effectiveness}}","Before {{OfficialNewsArchive|4795|October 29, 2018}}, its Store price was 23 [[Tibia Coins]].",-,-,yes,-,-,This keg can be used to refill health potions.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Heart of the Mountain (Item),a,heart of the mountain,hearts of the mountain,25360,Other Items,Blessing Charms,-,11.30.4868,no,yes,yes,-,-,-,-,-,-,10.00,yes,yes,The Sandking | The Souldespoiler | The Unarmored Voidborn | Ancient Spawn of Morgathla | The Source of Corruption,Negotiable,0,0,-,-,"This item can be used to provide the user the [[blessing]] [[Heart of the Mountain]]. It only works once and then it disappears, the [[Stone Shower Single Field Effect]] [[File:Stone Shower Single Field Effect.gif|32px|link=Stone Shower Effect]] appears on the user and the following message will appear: {{Server Message|The Heart of the Mountain encourages you.}}<br />If the user already has the blessing, the following message will appear in orange preventing using it: {{Message|type=sound|You already possess this blessing.}}\nYou have the chance of getting this item by using a [[Mystery Box]] which is a reward from [[Cults of Tibia Quest]].","This was an [[Unobtainable Items|Unobtainable Item]] from its implementation till [[Updates/11.40|Summer Update 2017]]. It became tradable at the [[Market]] and its light color was changed on {{OfficialNewsArchive|4219|August 1, 2017}} ([[Updates/11.41.5435|11.41]]).",-,-,yes,-,-,The Heart of the Mountain is contained in it.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Heavy Crystal Fragment,a,heavy crystal fragment,heavy crystal fragments,"27509, 27713",Other Items,Quest Items,-,11.50.6055,no,yes,yes,-,-,-,-,-,-,10.00,-,no,The Baron from Below | The Count of the Core | The Duke of the Depths,Negotiable,0,0,-,-,It expires in one day.\nPart of the [[Dangerous Depths Quest]].,-,-,-,yes,-,-,A heavy fragment harvested from a large tree of crystals. It's fragile but should last about a day.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Heavy Old Tome,a,heavy old tome,heavy old tomes,23986,Household Items,Books,-,11.02.4128,no,yes,yes,-,-,-,-,-,-,10.00,yes,yes,Animated Cyclops | Cyclops | Ghoul | Grand Master Oberon | Orc | Orc Cult Priest | Orc Shaman | Orc Spearman | Orc Warrior | Skeleton | Troll,Negotiable,30,0,-,Albinius,"Besides being dropped by monsters, it can also be obtained from each [[Brass-Shod Chest]] once per [[character]].\nPart of the [[Forgotten Knowledge Quest]].",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Quest Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Highly Charged Lodestone,a,highly charged lodestone,?,19218,Other Items,Quest Items,-,10.20,no,yes,yes,-,-,-,-,-,-,3.00,-,-,-,Negotiable,0,0,-,-,Part of the {{Spoiler Section|Spike Tasks Quest|Geomantic Charges}}.,-,-,-,yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Horn of Kalyassa,a,horn of Kalyassa,-,24941,"Plants, Animal Products, Food and Drink",Creature Products,-,11.02.4128,no,yes,yes,-,-,-,-,-,-,6.50,yes,no,Kalyassa,Negotiable,10000,0,-,Yasir,It used to be [[Kalyassa]]'s. Obtained and used during the [[First Dragon Quest]].,-,-,-,yes,-,-,-,-,-,-,-,-,-,-,Quest Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Huge Shell,a,huge shell,huge shells,27621,"Plants, Animal Products, Food and Drink",Creature Products,-,11.50.6055,no,yes,yes,-,-,-,-,-,-,3.20,yes,yes,The Baron from Below,15000,15000,0,-,Yasir,-,-,-,-,-,-,-,The shell of the Baron from Below.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Huge Spiky Snail Shell,a,huge spiky snail shell,huge spiky snail shells,27627,"Plants, Animal Products, Food and Drink",Creature Products,-,11.50.6055,no,yes,yes,-,-,-,-,-,-,3.80,yes,yes,The Count of the Core,8000,8000,0,-,Yasir,-,-,-,-,-,-,-,The spikey shell of the Count of the Core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Icy Barbarian Axe Replica,an,icy barbarian axe replica,-,25935,Weapons,Axe Weapons,Weapon Hand,11.40.5409,no,yes,yes,0,-,-,1,-,-,51.00,no,yes,-,Negotiable,0,500,Cillia,-,"This item is a replica of an [[Icy Barbarian Axe]]. Due to its low attack, this weapon is only meant as decoration.",-,5,-,yes,-,-,-,-,5,-,-,One,Axe,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Icy Blacksteel Replica,an,icy blacksteel replica,-,25933,Weapons,Sword Weapons,Both Hands,11.40.5409,no,yes,yes,0,-,-,1,-,-,59.00,no,yes,-,Negotiable,0,500,Cillia,-,"This item is a replica of an [[Icy Blacksteel Sword]]. Due to its low attack, this weapon is only meant as decoration.",-,5,-,yes,-,-,-,-,5,-,-,Two,Sword,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Icy Clerical Mace Replica,an,icy clerical mace replica,-,25940,Weapons,Club Weapons,Weapon Hand,11.40.5409,no,yes,yes,0,-,-,1,-,-,58.00,no,yes,-,Negotiable,0,500,Cillia,-,"This item is a replica of an [[Icy Clerical Mace]]. Due to its low attack, this weapon is only meant as decoration.",-,5,-,yes,-,-,-,-,5,-,-,One,Club,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Icy Crystal Mace Replica,an,icy crystal mace replica,-,25941,Weapons,Club Weapons,Weapon Hand,11.40.5409,no,yes,yes,0,-,-,1,-,-,80.00,no,yes,-,Negotiable,0,500,Cillia,-,"This item is a replica of an [[Icy Crystal Mace]]. Due to its low attack, this weapon is only meant as decoration.",-,5,-,yes,-,-,-,-,5,-,-,One,Club,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Icy Dragon Slayer Replica,an,icy dragon slayer replica,-,25934,Weapons,Sword Weapons,Both Hands,11.40.5409,no,yes,yes,0,-,-,1,-,-,82.00,no,yes,-,Negotiable,0,500,Cillia,-,"This item is a replica of an [[Icy Dragon Slayer]]. Due to its low attack, this weapon is only meant as decoration.",-,5,-,yes,-,-,-,-,5,-,-,Two,Sword,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Icy Headchopper Replica,an,icy headchopper replica,-,25938,Weapons,Axe Weapons,Both Hands,11.40.5409,no,yes,yes,0,-,-,1,-,-,45.00,no,yes,-,Negotiable,0,500,Cillia,-,"This item is a replica of an [[Icy Headchopper]]. Due to its low attack, this weapon is only meant as decoration.",-,5,-,yes,-,-,-,-,5,-,-,Two,Axe,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Icy Heroic Axe Replica,an,icy heroic axe replica,-,25937,Weapons,Axe Weapons,Weapon Hand,11.40.5409,no,yes,yes,0,-,-,1,-,-,61.00,no,yes,-,Negotiable,0,500,Cillia,-,"This item is a replica of an [[Icy Heroic Axe]]. Due to its low attack, this weapon is only meant as decoration.",-,5,-,yes,-,-,-,-,5,-,-,One,Axe,no,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
